"evidence_id","document_id","title","date","place","recorded_role","source_statement","cataloguing_note","context_note","malaniuk_recorded_role","sender","recipient","source_url","source_csv_row","object_source_url","object_source_row"
"box1-row-3568","UAKUG/NIM_011_16","Brief von Dorothea Angerer an Ira Malaniuk bezügliche einer Konzertanfrage für den Richard-Wagner-Verband","1952-11-12","Bayreuth","entstehung","Bayreuth, 1952-11-12","","Place and date of document creation. This does not establish the recipient's location.","empfänger:in","Angerer, Dorothea","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3568","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3569","UAKUG/NIM_011_16","Brief von Dorothea Angerer an Ira Malaniuk bezügliche einer Konzertanfrage für den Richard-Wagner-Verband","1953-08-11","bayreuth","Aufführung","bayreuth, 1953-08-11","Anfrage zu Konzertauftritt","Mention or proposed event in correspondence. Occurrence and attendance require source review.","empfänger:in","Angerer, Dorothea","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3569","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3584","UAKUG/NIM_011_18","Brief von Wieland Wagner an Ira Malaniuk zu Malaniuks Absage als Fricka in Bayreuth","1952-10-23","Bayreuth","entstehung","Bayreuth, 1952-10-23","","Place and date of document creation. This does not establish the recipient's location.","empfänger:in","Wagner, Wieland","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3584","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3595","UAKUG/NIM_011_19","Brief von Ira Malaniuk an Wieland Wagner zu ihrem Auftritt als Fricka in Bayreuth","1952-10-27","München","entstehung","München, 1952-10-27","","Place and date of document creation. This does not establish the recipient's location.","verfasser:in","Malaniuk, Ira","Wagner, Wieland","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3595","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3606","UAKUG/NIM_011_20","Geburtstagstelegramm an Ira Malaniuk vom Oberbürgermeister der Stadt Bayreuth","1952-01-29","Bayreuth","entstehung","Bayreuth, 1952-01-29","","Place and date of document creation. This does not establish the recipient's location.","adressat:in","Rollwagen, Hans","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3606","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-535","UAKUG/NIM_004_22","Brief von Ira Malaniuk an Cox vom 07.09.1957","1957-09-07","Wien","entstehung","Wien, 1957-09-07","","Place and date of document creation or dispatch. This does not establish the recipient's location.","verfasser:in","Malaniuk, Ira","Cox, Warren","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","535","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-543","UAKUG/NIM_004_23","Brief von Ira Malaniuk an Cox vom 26.11.1957","1957-11-26","Wien","entstehung","Wien, 1957-11-26","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","","Malaniuk, Ira; Warren, Cox","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","543","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-627","UAKUG/NIM_004_27","Brief von Margaret Snider an Ira Malaniuk vom 27.10.1959","1959-10-27","New York","entstehung","New York, 1959-10-27","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","627","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-2945","UAKUG/NIM_007_2","Brief von Martin H. Taubman zu Verträgen mit Buenos Aires, Neapel, Wien","1952-08-26","Bayreuth","erwähnt","Bayreuth, 1952-08-26","","Place-and-date reference in a professional document. Its relation to travel or attendance requires source review.","adressat:in","Taubmann, Martin Hugo","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","2945","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-2963","UAKUG/NIM_007_3","Ausweis für Bayreuther Festspiele 1953","1953-07-06","Bayreuth","ausstellungsdatum","Bayreuth, 1953-07-06","","Place and date of document issuance. This alone does not prove attendance.","","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","2963","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3000","UAKUG/NIM_007_6","Mittelung über Honorar für Sendung Paradies und Peri 1959 von Nord- und Westdeutscher Rundfunkverband","1959-05-09","Köln","erwähnt","Köln, 1959-05-09","","Place-and-date reference in a professional document. Its relation to travel or attendance requires source review.","adressat:in","","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3000","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3006","UAKUG/NIM_007_7","Brief von Intendanz der Bayerischen Staatsoper zu Gastspielvertrag und Schiedsvertrag 1961/62 an Ira Malaniuk","1961-11-21","München","entstehung","München, 1961-11-21","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","Schwab","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3006","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3063","UAKUG/NIM_007_9","Brief von Emil Jucker an Ira Malaniuk über ein Gastspiel in Zürich","1963-03-08","Zürich","entstehung","Zürich, 1963-03-08","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","Jucker, Emil","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3063","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3075","UAKUG/NIM_007_10","(Dienst)brief von Intendanz der Bayerischen Staatoper zu den Festspielen an Ira Malaniuk, 1964-08-18","1964-08-18","München","absendedatum","München, 1964-08-18","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3075","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3095","UAKUG/NIM_007_11","Brief vom Sekretär der Tonhalle-Gesellschaft Zürich zu Bestätigung von Konzerten und Probezeiten","1968-11-18","Zürich","absendedatum","Zürich, 1968-11-18","","Place and date of document creation or dispatch. This does not establish the recipient's location.","adressat:in","","Malaniuk, Ira","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3095","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3295","UAKUG/NIM_007_5_2","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01","1957-01-04","Wien","gastspiel","Wien, 1957-01-04","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3295","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3296","UAKUG/NIM_007_5_2","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01","1957-04-20","Wien","gastspiel","Wien, 1957-04-20","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3296","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3297","UAKUG/NIM_007_5_2","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01","1957-04-25","Wien","gastspiel","Wien, 1957-04-25","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3297","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3298","UAKUG/NIM_007_5_2","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01","1957-05-01","Wien","gastspiel","Wien, 1957-05-01","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3298","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3299","UAKUG/NIM_007_5_2","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01","1957-04-28","Stuttgart","gastspiel","Stuttgart, 1957-04-28","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3299","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3306","UAKUG/NIM_007_5_3","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-24","1957-06-07","Stuttgart","gastspiel","Stuttgart, 1957-06-07","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3306","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3313","UAKUG/NIM_007_5_4","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30","1957-06-04","Wien","gastspiel","Wien, 1957-06-04","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3313","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3314","UAKUG/NIM_007_5_4","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30","1957-06-12","Wien","gastspiel","Wien, 1957-06-12","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3314","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3315","UAKUG/NIM_007_5_4","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30","1957-06-21","Wien","gastspiel","Wien, 1957-06-21","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3315","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3316","UAKUG/NIM_007_5_4","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30","1957-06-23","Wien","gastspiel","Wien, 1957-06-23","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3316","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3317","UAKUG/NIM_007_5_4","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30","1957-06-30","Wien","gastspiel","Wien, 1957-06-30","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3317","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3334","UAKUG/NIM_007_5_6","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-12-05","1957-11-10","Berlin","gastspiel","Berlin, 1957-11-10","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3334","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3335","UAKUG/NIM_007_5_6","Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-12-05","1957-11-11","Berlin","gastspiel","Berlin, 1957-11-11","","Guest-performance date recorded in a payment document. Payment and performance dates must be distinguished; attendance requires source review.","auftraggeber:in","","","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3335","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3348","UAKUG/NIM_007_5_8","Einzahlungsbestätigung (?) Dr. Baasch an Martin Hugo Taubman, 1957-05-15","1957-05-15","Zürich","entstehung","Zürich, 1957-05-15","","Place and date of document creation or dispatch. This does not establish the recipient's location.","","","Taubman, Martin Hugo","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3348","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
"box1-row-3349","UAKUG/NIM_007_5_8","Einzahlungsbestätigung (?) Dr. Baasch an Martin Hugo Taubman, 1957-05-15","1957-05-14","Zürich","auftrag","Zürich, 1957-05-14","","Place-and-date reference in a professional document. Its relation to travel or attendance requires source review.","","","Taubman, Martin Hugo","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/verknuepfungen/Box_1.csv","3349","https://raw.githubusercontent.com/DigitalHumanitiesCraft/m3gim/bec2a068802e9f2cb9885df072699b269d6efaa9/data/google-spreadsheet/M3GIM-Objekte.csv","1"
